 

stn;time;tre200dx;tre200dn;tre200d0;rka150d0;hns000d0
LUZ;20140227;8.4;3.6;5.2;1.9;0
LUZ;20140228;10.3;3.1;6.0;0.1;0
LUZ;20140301;6.0;1.2;3.4;6.9;0
LUZ;20140302;5.4;0.7;3.1;1.6;0
LUZ;20140303;5.8;-0.1;2.8;0.4;0
LUZ;20140304;4.6;0.7;2.8;5.4;0
LUZ;20140305;8.5;2.8;5.0;4.9;0
LUZ;20140306;9.7;1.5;5.2;0.0;0
LUZ;20140307;12.8;-1.0;5.2;0.0;0
LUZ;20140308;14.5;0.6;7.0;0.0;0
LUZ;20140309;14.3;0.5;6.8;0.0;0
LUZ;20140310;14.6;0.5;7.4;0.0;0
LUZ;20140311;12.4;1.8;6.7;0.0;0
LUZ;20140312;14.7;0.6;7.0;0.0;0
LUZ;20140313;16.3;1.6;8.5;0.0;0
LUZ;20140314;16.6;2.5;9.2;0.0;0
LUZ;20140315;15.2;3.7;8.9;0.0;0
LUZ;20140316;16.5;6.1;10.0;0.0;0
LUZ;20140317;18.8;3.0;10.6;0.0;0
LUZ;20140318;19.1;3.9;12.2;0.0;0
LUZ;20140319;15.0;6.1;10.8;0.0;0
LUZ;20140320;19.5;2.9;10.4;0.0;0
LUZ;20140321;20.5;4.9;12.8;0.0;0
LUZ;20140322;12.7;4.8;8.7;10.5;0
LUZ;20140323;4.9;2.3;3.4;10.1;0
LUZ;20140324;7.8;0.3;3.6;0.2;0
LUZ;20140325;8.8;-1.6;3.1;0.0;0
LUZ;20140326;6.2;-0.3;3.0;0.0;0
LUZ;20140327;12.4;-1.2;5.8;0.0;0
LUZ;20140328;15.7;1.9;8.5;0.0;0
LUZ;20140329;18.2;1.9;9.7;0.0;0
LUZ;20140330;20.0;3.3;11.5;0.0;0
LUZ;20140331;19.5;4.6;11.8;0.0;0
LUZ;20140401;19.5;6.0;12.8;0.0;0
LUZ;20140402;21.8;6.4;13.9;0.0;0
LUZ;20140403;16.5;8.3;12.4;0.0;0
LUZ;20140404;17.5;7.7;12.6;0.0;0
LUZ;20140405;14.4;9.5;12.0;9.1;0
LUZ;20140406;17.8;8.2;12.5;5.7;0
LUZ;20140407;20.1;6.8;13.4;0.0;0
LUZ;20140408;16.7;9.9;12.7;8.7;0
LUZ;20140409;15.2;5.1;10.6;0.0;0
LUZ;20140410;19.0;3.7;11.2;0.0;0
LUZ;20140411;20.5;5.4;12.8;0.0;0
LUZ;20140412;19.0;8.9;13.8;0.0;0
LUZ;20140413;19.3;8.7;14.0;0.0;0
LUZ;20140414;19.5;5.6;12.0;0.0;0
LUZ;20140415;12.8;5.7;8.8;0.0;0
LUZ;20140416;13.4;3.6;8.3;0.0;0
LUZ;20140417;16.1;-0.1;8.4;0.0;0
LUZ;20140418;10.7;1.0;6.1;15.5;0
LUZ;20140419;8.9;2.5;5.9;0.5;0
LUZ;20140420;17.8;2.5;10.5;0.0;0
LUZ;20140421;12.6;9.0;10.6;0.5;0
LUZ;20140422;17.8;6.9;12.8;0.1;0
LUZ;20140423;22.0;8.1;14.7;13.8;0
LUZ;20140424;22.0;10.5;15.4;1.8;0
LUZ;20140425;21.1;9.1;14.2;8.9;0
LUZ;20140426;17.5;10.5;13.2;25.9;0
LUZ;20140427;11.2;7.1;8.8;16.2;0
LUZ;20140428;8.4;6.1;7.4;20.4;0
LUZ;20140429;13.1;6.4;9.5;0.1;0
LUZ;20140430;10.8;8.2;9.6;3.0;0
LUZ;20140501;15.9;8.6;11.8;3.0;0
LUZ;20140502;11.7;8.9;10.0;19.0;0
LUZ;20140503;10.1;6.2;7.8;15.3;0
LUZ;20140504;13.1;4.3;8.7;0.0;0
LUZ;20140505;19.3;2.5;11.4;0.0;0
LUZ;20140506;21.5;7.4;14.8;0.0;0
LUZ;20140507;16.2;9.7;12.9;9.6;0
LUZ;20140508;20.2;8.2;14.5;0.0;0
LUZ;20140509;21.8;12.4;17.0;0.4;0
LUZ;20140510;21.4;9.5;16.7;0.0;0
LUZ;20140511;17.8;6.6;11.7;18.3;0
LUZ;20140512;14.4;6.6;9.8;3.4;0
LUZ;20140513;11.4;6.4;8.1;8.9;0
LUZ;20140514;10.8;6.2;7.4;15.1;0
LUZ;20140515;10.4;6.1;7.7;3.2;0
LUZ;20140516;16.5;5.6;11.1;0.0;0
LUZ;20140517;18.8;7.6;12.8;0.0;0
LUZ;20140518;21.3;6.2;14.0;0.0;0
LUZ;20140519;23.6;10.1;17.2;0.0;0
LUZ;20140520;24.1;10.0;17.7;0.0;0
LUZ;20140521;26.0;9.9;19.8;0.0;0
LUZ;20140522;28.3;12.9;19.8;6.7;0
LUZ;20140523;20.6;9.7;14.9;10.5;0
LUZ;20140524;19.2;10.6;14.9;3.9;0
LUZ;20140525;20.8;9.3;16.0;0.0;0
LUZ;20140526;18.1;13.3;15.5;0.3;0
LUZ;20140527;14.6;11.1;12.3;21.4;0
LUZ;20140528;17.6;9.6;13.7;0.0;0
LUZ;20140529;20.1;11.7;14.8;4.6;0
LUZ;20140530;15.5;9.9;12.8;5.2;0
LUZ;20140531;18.2;8.4;12.5;0.0;0
LUZ;20140601;21.7;7.8;15.5;0.0;0
LUZ;20140602;21.7;11.3;15.0;10.1;0
LUZ;20140603;20.4;10.1;14.9;0.1;0
LUZ;20140604;19.1;10.1;13.8;7.6;0
LUZ;20140605;20.6;10.9;15.2;0.0;0
LUZ;20140606;26.3;10.3;18.4;0.0;0
LUZ;20140607;30.4;13.2;21.8;0.0;0
LUZ;20140608;31.9;15.2;23.8;0.0;0
LUZ;20140609;34.3;16.9;23.3;15.7;0
LUZ;20140610;32.1;15.3;24.1;3.6;0
LUZ;20140611;29.3;15.3;22.9;0.0;0
LUZ;20140612;29.0;16.0;21.5;37.2;0
LUZ;20140613;27.1;14.4;20.6;0.1;0
LUZ;20140614;23.5;15.4;18.8;0.0;0
LUZ;20140615;18.9;13.0;16.3;0.0;0
LUZ;20140616;23.3;12.1;17.8;0.0;0
LUZ;20140617;23.2;12.7;16.9;7.8;0
LUZ;20140618;22.9;12.6;16.7;1.2;0
LUZ;20140619;23.5;11.6;17.3;4.1;0
LUZ;20140620;23.8;12.4;18.1;0.0;0
LUZ;20140621;24.5;11.9;18.5;0.0;0
LUZ;20140622;27.2;13.4;19.4;2.3;0
LUZ;20140623;25.2;13.9;18.2;28.9;0
LUZ;20140624;18.9;14.0;16.2;23.5;0
LUZ;20140625;22.2;12.2;17.3;0.0;0
LUZ;20140626;21.9;11.9;17.2;0.0;0
LUZ;20140627;25.2;13.1;19.8;0.0;0
LUZ;20140628;24.3;15.3;20.0;5.4;0
LUZ;20140629;17.3;11.6;15.2;13.3;0
LUZ;20140630;17.9;11.3;14.1;5.0;0
LUZ;20140701;22.4;9.8;16.6;0.0;0
LUZ;20140702;16.5;11.9;15.2;14.6;0
LUZ;20140703;25.3;11.5;18.0;0.0;0
LUZ;20140704;24.8;14.6;19.7;7.2;0
LUZ;20140705;24.0;15.5;18.8;0.9;0
LUZ;20140706;29.1;14.6;21.5;16.4;0
LUZ;20140707;22.3;16.5;18.8;5.9;0
LUZ;20140708;16.7;12.3;14.1;22.0;0
LUZ;20140709;15.7;9.9;12.6;11.1;0
LUZ;20140710;13.7;10.3;12.3;8.9;0
LUZ;20140711;17.7;13.5;15.4;14.8;0
LUZ;20140712;21.8;14.8;16.9;19.4;0
LUZ;20140713;22.0;14.5;17.2;12.9;0
LUZ;20140714;21.9;15.4;17.2;36.5;0
LUZ;20140715;24.3;15.0;18.8;0.0;0
LUZ;20140716;27.0;13.5;20.3;0.0;0
LUZ;20140717;30.0;15.4;22.3;0.0;0
LUZ;20140718;31.2;14.7;22.8;0.0;0
LUZ;20140719;31.4;15.3;23.4;0.0;0
LUZ;20140720;26.0;15.6;21.4;11.7;0
LUZ;20140721;19.9;15.0;16.8;19.1;0
LUZ;20140722;18.6;15.9;17.4;37.1;0
LUZ;20140723;23.9;16.9;20.0;0.0;0
LUZ;20140724;25.1;15.8;19.3;0.6;0
LUZ;20140725;26.9;13.8;20.2;2.1;0
LUZ;20140726;18.0;15.6;16.6;10.4;0
LUZ;20140727;22.0;15.3;17.9;0.5;0
LUZ;20140728;25.3;14.2;18.7;8.3;0
LUZ;20140729;20.1;14.6;16.7;4.2;0
LUZ;20140730;18.5;15.2;17.0;10.1;0
LUZ;20140731;24.6;15.8;19.6;2.1;0
LUZ;20140801;25.2;14.5;19.4;0.0;0
LUZ;20140802;24.3;16.3;19.4;5.9;0
LUZ;20140803;21.4;14.9;17.7;2.8;0
LUZ;20140804;24.0;13.7;18.2;0.5;0
LUZ;20140805;22.5;14.3;17.9;5.8;0
LUZ;20140806;23.3;12.0;18.2;0.0;0
LUZ;20140807;22.8;15.8;18.4;4.6;0
LUZ;20140808;26.4;16.0;20.6;1.5;0
LUZ;20140809;25.3;17.5;20.9;1.0;0
LUZ;20140810;28.0;17.5;21.8;25.9;0
LUZ;20140811;19.2;14.5;16.9;44.9;0
LUZ;20140812;21.8;13.3;17.4;0.0;0
LUZ;20140813;20.1;13.9;16.2;1.1;0
LUZ;20140814;20.1;12.6;15.8;0.1;0
LUZ;20140815;18.5;11.4;13.5;9.4;0
LUZ;20140816;17.8;10.1;13.4;3.0;0
LUZ;20140817;22.2;8.6;15.1;0.0;0
LUZ;20140818;24.5;10.9;17.0;0.0;0
LUZ;20140819;19.5;12.8;15.9;3.5;0
LUZ;20140820;18.9;12.4;15.6;5.2;0
LUZ;20140821;20.0;10.6;14.8;0.0;0
LUZ;20140822;21.7;11.2;16.0;0.0;0
LUZ;20140823;17.2;11.7;14.5;0.9;0
LUZ;20140824;17.5;10.2;13.3;6.1;0
LUZ;20140825;17.2;9.5;13.8;1.1;0
LUZ;20140826;19.0;13.6;15.4;10.4;0
LUZ;20140827;20.4;14.3;16.8;5.0;0
LUZ;20140828;24.0;14.2;18.5;0.0;0
LUZ;20140829;24.5;15.1;18.4;38.3;0
LUZ;20140830;22.6;15.6;18.1;3.2;0
LUZ;20140831;20.1;12.2;15.2;32.4;0
LUZ;20140901;17.0;10.1;13.4;4.5;0
LUZ;20140902;19.6;8.7;14.0;0.0;0
LUZ;20140903;18.7;10.8;15.2;0.0;0
LUZ;20140904;21.6;13.1;17.4;0.0;0
LUZ;20140905;22.5;14.7;17.9;0.0;0
LUZ;20140906;24.5;13.2;18.4;0.0;0
LUZ;20140907;25.3;14.0;18.9;0.0;0
LUZ;20140908;25.0;15.6;19.8;0.0;0
LUZ;20140909;22.0;15.8;18.6;0.8;0
LUZ;20140910;21.3;15.9;17.9;0.6;0
LUZ;20140911;18.3;12.2;14.8;0.5;0
LUZ;20140912;15.4;11.0;12.8;2.1;0
LUZ;20140913;18.0;11.1;14.3;0.0;0
LUZ;20140914;20.2;10.4;14.9;0.0;0
LUZ;20140915;21.8;12.0;16.7;0.0;0
LUZ;20140916;24.0;12.2;17.4;0.0;0
LUZ;20140917;23.6;12.8;17.8;0.0;0
LUZ;20140918;21.7;13.9;17.6;0.0;0
LUZ;20140919;23.0;14.3;18.4;0.3;0
LUZ;20140920;23.4;15.3;18.5;1.7;0
LUZ;20140921;21.2;13.5;16.0;29.3;0
LUZ;20140922;16.0;8.2;12.8;18.5;0
LUZ;20140923;17.3;7.1;11.2;0.0;0
LUZ;20140924;18.7;7.3;12.9;8.9;0
LUZ;20140925;16.1;8.4;11.7;1.0;0
LUZ;20140926;18.2;7.4;11.8;0.0;0
LUZ;20140927;19.6;8.6;13.2;0.0;0
LUZ;20140928;21.5;9.6;14.7;0.0;0
LUZ;20140929;23.1;10.7;16.5;0.0;0
LUZ;20140930;17.7;14.1;16.0;2.4;0
LUZ;20141001;18.4;12.9;15.2;9.1;0
LUZ;20141002;18.7;12.1;15.0;0.0;0
LUZ;20141003;17.6;12.6;14.9;0.0;0
LUZ;20141004;17.7;10.5;13.5;3.6;0
LUZ;20141005;19.5;12.1;14.7;10.8;0
LUZ;20141006;17.9;10.0;13.4;0.0;0
LUZ;20141007;18.6;11.3;14.6;2.6;0
LUZ;20141008;19.4;11.6;15.0;1.9;0
LUZ;20141009;23.4;9.5;16.1;0.0;0
LUZ;20141010;20.8;14.0;16.2;0.0;0
LUZ;20141011;19.1;14.0;16.0;13.8;0
LUZ;20141012;18.7;11.9;14.5;0.0;0
LUZ;20141013;15.2;12.0;13.9;13.4;0
LUZ;20141014;18.0;8.7;13.3;0.1;0
LUZ;20141015;18.5;12.0;14.3;3.6;0
LUZ;20141016;16.3;11.3;13.8;0.5;0
LUZ;20141017;19.2;11.2;15.1;1.8;0
LUZ;20141018;20.0;9.6;13.4;0.0;0
LUZ;20141019;21.1;8.5;13.9;0.0;0
LUZ;20141020;21.3;9.8;15.3;9.2;0
LUZ;20141021;20.8;8.4;14.8;21.3;0
LUZ;20141022;8.9;3.3;6.6;7.7;0
LUZ;20141023;11.2;2.8;7.5;0.0;0
LUZ;20141024;10.7;2.2;5.9;0.0;0
LUZ;20141025;11.1;6.4;9.2;2.5;0
LUZ;20141026;14.6;8.1;10.8;0.3;0
LUZ;20141027;10.6;8.9;9.7;0.0;0
LUZ;20141028;14.6;6.0;9.9;0.0;0
LUZ;20141029;15.5;4.8;9.5;0.0;0
LUZ;20141030;15.7;6.9;10.3;0.4;0
LUZ;20141031;14.9;5.4;8.8;0.0;0
LUZ;20141101;12.1;6.0;8.1;0.0;0
LUZ;20141102;16.1;4.5;8.8;0.0;0
LUZ;20141103;16.9;4.5;9.5;0.0;0
LUZ;20141104;14.6;6.0;10.4;0.0;0
LUZ;20141105;9.8;0.6;5.0;42.7;0
LUZ;20141106;6.0;0.8;4.2;4.5;0
LUZ;20141107;10.3;2.4;6.4;0.0;0
LUZ;20141108;12.9;2.4;6.5;0.0;0
LUZ;20141109;9.7;2.6;6.1;0.0;0
LUZ;20141110;10.0;3.6;7.0;0.0;0
LUZ;20141111;8.8;6.3;7.1;0.0;0
LUZ;20141112;10.5;6.0;8.0;11.9;0
LUZ;20141113;11.0;4.9;8.3;2.4;0
LUZ;20141114;7.1;3.7;5.8;0.0;0
LUZ;20141115;11.1;4.8;8.0;15.4;0
LUZ;20141116;11.3;4.9;7.4;6.3;0
LUZ;20141117;9.1;5.5;7.3;3.2;0
LUZ;20141118;9.7;5.1;7.1;2.4;0
LUZ;20141119;10.4;2.5;6.5;0.1;0
LUZ;20141120;6.0;1.6;4.1;0.0;0
LUZ;20141121;8.6;5.0;6.5;0.0;0
LUZ;20141122;8.3;2.9;5.6;0.0;0
LUZ;20141123;7.0;4.2;5.5;0.1;0
LUZ;20141124;15.1;5.7;9.9;0.1;0
LUZ;20141125;9.1;7.8;8.4;0.1;0
LUZ;20141126;9.7;7.6;8.6;0.0;0
LUZ;20141127;8.6;7.2;7.8;0.0;0
LUZ;20141128;7.5;4.6;6.4;0.0;0
LUZ;20141129;4.5;3.1;3.6;0.0;0
LUZ;20141130;4.8;3.0;3.7;0.0;0
LUZ;20141201;3.7;2.5;3.1;0.7;0
LUZ;20141202;4.6;3.0;3.5;0.4;0
LUZ;20141203;4.6;3.2;3.8;1.1;0
LUZ;20141204;5.0;2.8;4.0;0.1;0
LUZ;20141205;4.2;3.1;3.7;0.1;0
LUZ;20141206;4.0;2.4;3.3;0.3;0
LUZ;20141207;4.7;2.8;3.6;0.0;0
LUZ;20141208;5.0;2.3;3.5;2.1;0
LUZ;20141209;2.7;0.2;2.0;4.6;0
LUZ;20141210;3.4;-0.6;1.8;0.4;0
LUZ;20141211;8.3;0.5;5.2;1.4;0
LUZ;20141212;7.5;-1.6;3.5;0.0;0
LUZ;20141213;9.1;-0.3;3.8;0.0;0
LUZ;20141214;9.6;1.6;5.5;0.0;0
LUZ;20141215;9.9;3.8;6.9;0.0;0
LUZ;20141216;7.0;4.1;6.0;5.4;0
LUZ;20141217;6.3;2.5;4.5;7.9;0
LUZ;20141218;7.4;3.0;5.6;2.8;0
LUZ;20141219;11.8;4.9;7.2;2.0;0
LUZ;20141220;8.9;4.7;6.7;0.8;0
LUZ;20141221;7.6;-0.6;3.7;0.0;0
LUZ;20141222;5.3;-2.0;0.9;0.0;0
LUZ;20141223;9.2;-2.5;1.3;0.0;0
LUZ;20141224;6.3;-2.3;1.0;0.0;0
LUZ;20141225;5.7;0.3;3.3;2.0;0
LUZ;20141226;5.0;-2.3;1.5;0.0;0
LUZ;20141227;4.6;-3.0;1.1;7.2;7
LUZ;20141228;2.8;-5.4;-1.4;8.4;9
LUZ;20141229;-2.6;-8.6;-5.4;4.0;8
LUZ;20141230;-1.1;-3.5;-2.2;4.4;8
LUZ;20141231;0.4;-3.5;-1.1;0.1;0
LUZ;20150101;-0.8;-3.5;-2.4;0.0;0
LUZ;20150102;2.1;-5.3;-0.8;3.2;0
LUZ;20150103;12.7;0.5;5.1;2.0;0
LUZ;20150104;11.1;-0.9;5.0;3.0;0
LUZ;20150105;2.7;-3.0;-1.0;0.0;0
LUZ;20150106;2.5;-4.1;-1.6;0.0;0
LUZ;20150107;4.1;-4.0;-0.1;0.0;0
LUZ;20150108;9.5;-2.0;3.5;0.2;0
LUZ;20150109;15.6;2.6;9.1;0.0;0
LUZ;20150110;19.3;10.2;15.1;0.0;0
LUZ;20150111;13.4;1.9;6.2;13.7;0
LUZ;20150112;4.7;-2.0;1.8;0.0;0
LUZ;20150113;9.1;-3.2;1.7;0.0;0
LUZ;20150114;9.2;0.7;4.9;6.3;0
LUZ;20150115;9.5;-0.5;3.3;0.0;0
LUZ;20150116;8.1;-0.3;4.3;1.3;0
LUZ;20150117;4.0;-1.1;1.1;17.0;0
LUZ;20150118;1.2;-0.5;0.4;0.0;0
LUZ;20150119;2.3;-1.4;0.5;0.0;0
LUZ;20150120;2.3;0.0;1.2;2.7;0
LUZ;20150121;1.6;0.6;1.2;0.0;0
LUZ;20150122;2.0;0.4;1.1;0.0;0
LUZ;20150123;1.1;-0.2;0.5;0.0;0
LUZ;20150124;3.7;-0.2;1.2;0.7;5
LUZ;20150125;1.1;-3.8;-0.6;4.6;0
LUZ;20150126;-0.1;-5.8;-1.9;7.2;6
LUZ;20150127;3.2;-0.5;1.2;4.5;0
LUZ;20150128;2.7;-5.8;-0.1;0.2;0
LUZ;20150129;3.1;0.1;1.5;16.0;0
LUZ;20150130;4.5;-0.2;1.6;6.4;0
LUZ;20150131;3.3;-4.3;0.6;3.4;0
LUZ;20150201;2.4;-1.2;0.3;3.5;0
LUZ;20150202;3.2;-3.3;1.0;0.2;0
LUZ;20150203;0.2;-4.6;-1.6;0.0;0
LUZ;20150204;-0.6;-2.8;-1.8;0.0;0
LUZ;20150205;-1.5;-2.5;-2.1;0.0;0
LUZ;20150206;-0.7;-2.3;-1.5;0.0;0
LUZ;20150207;-2.0;-3.5;-2.6;0.0;0
LUZ;20150208;-0.3;-5.1;-2.5;1.4;0
LUZ;20150209;1.7;-6.6;-2.8;0.0;0
LUZ;20150210;3.2;-7.1;-2.4;0.0;0
LUZ;20150211;2.4;-5.6;-2.2;0.0;0
LUZ;20150212;2.0;-4.2;-1.0;0.0;0
LUZ;20150213;2.4;-3.0;-0.6;0.0;0
LUZ;20150214;7.3;-2.4;2.1;0.0;0
LUZ;20150215;6.0;-0.7;1.4;0.0;0
LUZ;20150216;1.9;-0.3;0.4;0.0;0
LUZ;20150217;1.2;-0.8;0.2;0.0;0
LUZ;20150218;0.8;-0.3;0.2;0.0;0
LUZ;20150219;4.2;-2.0;0.4;0.0;0
LUZ;20150220;9.6;-3.3;2.0;0.0;0
LUZ;20150221;5.8;-2.1;1.5;4.9;0
LUZ;20150222;3.4;-1.5;1.1;4.5;0
LUZ;20150223;2.5;-3.4;0.2;6.8;0
LUZ;20150224;4.3;-0.4;2.6;0.4;0
LUZ;20150225;7.4;-1.6;2.6;0.0;0
LUZ;20150226;8.0;-3.2;1.7;0.0;0
LUZ;20150227;4.2;0.3;2.5;11.5;0
LUZ;20150228;4.7;-0.7;2.4;0.3;0
LUZ;20150301;6.8;-0.8;3.5;1.2;0
LUZ;20150302;11.1;4.5;7.5;23.4;0
LUZ;20150303;10.5;1.5;5.8;0.0;0
LUZ;20150304;6.9;1.2;3.1;7.0;0
LUZ;20150305;5.3;-1.1;2.1;0.0;0
LUZ;20150306;7.4;-2.8;1.7;0.0;0
LUZ;20150307;9.9;-2.3;3.1;0.0;0
LUZ;20150308;11.9;-1.9;4.7;0.0;0
LUZ;20150309;15.3;1.2;7.0;0.0;0
LUZ;20150310;14.5;1.1;7.8;0.0;0
LUZ;20150311;9.7;3.2;7.3;0.0;0
LUZ;20150312;11.3;-0.5;4.9;0.0;0
LUZ;20150313;10.3;-1.5;4.7;0.0;0
LUZ;20150314;9.5;0.6;4.5;0.0;0
LUZ;20150315;7.0;0.0;3.6;0.0;0
LUZ;20150316;12.6;2.0;6.6;0.0;0
LUZ;20150317;17.1;2.6;8.7;0.0;0
LUZ;20150318;17.6;3.3;10.2;0.0;0
LUZ;20150319;16.5;3.7;9.7;0.0;0
LUZ;20150320;14.5;3.0;8.4;0.0;0
LUZ;20150321;9.3;4.4;7.1;12.9;0
LUZ;20150322;7.4;2.6;5.2;2.4;0
LUZ;20150323;13.0;4.2;7.7;0.0;0
LUZ;20150324;16.3;3.7;9.2;0.0;0
LUZ;20150325;11.3;4.8;7.4;5.2;0
LUZ;20150326;6.9;4.6;5.6;1.5;0
LUZ;20150327;10.2;3.8;6.8;5.9;0
LUZ;20150328;13.7;0.3;7.2;1.2;0
LUZ;20150329;14.2;6.5;10.0;1.7;0
LUZ;20150330;15.4;8.2;11.4;3.1;0
LUZ;20150331;18.2;7.9;12.3;5.4;0
LUZ;20150401;8.1;2.9;6.0;1.3;0
LUZ;20150402;11.2;3.0;7.1;11.3;0
LUZ;20150403;9.6;2.2;5.9;2.8;0
LUZ;20150404;8.1;2.2;5.7;29.4;0
LUZ;20150405;6.9;0.6;3.7;1.3;0
LUZ;20150406;8.2;-2.4;3.4;0.0;0
LUZ;20150407;11.2;-0.7;4.9;0.0;0
LUZ;20150408;16.3;-0.2;7.5;0.0;0
LUZ;20150409;19.0;1.7;10.2;0.0;0
LUZ;20150410;21.0;4.4;13.6;0.0;0
LUZ;20150411;16.7;7.9;12.3;0.3;0
LUZ;20150412;19.6;5.8;12.7;0.0;0
LUZ;20150413;20.9;6.0;14.1;0.0;0
LUZ;20150414;20.8;6.7;13.5;0.0;0
LUZ;20150415;22.8;5.1;14.4;0.0;0
LUZ;20150416;20.9;8.3;14.2;0.3;0
LUZ;20150417;14.8;10.1;12.2;18.3;0
LUZ;20150418;10.4;4.3;8.0;4.9;0
LUZ;20150419;16.0;1.0;8.6;0.0;0
LUZ;20150420;18.4;3.8;11.2;0.0;0
LUZ;20150421;20.5;4.3;12.7;0.0;0
LUZ;20150422;22.7;5.8;14.5;0.0;0
LUZ;20150423;19.5;5.9;12.3;0.0;0
LUZ;20150424;21.9;5.6;13.7;0.0;0
LUZ;20150425;18.6;8.9;13.8;5.8;0
LUZ;20150426;20.1;9.9;14.8;0.1;0
LUZ;20150427;19.6;10.1;14.5;9.1;0
LUZ;20150428;12.2;3.1;7.5;23.7;0
LUZ;20150429;14.2;2.5;8.8;1.1;0
LUZ;20150430;17.3;7.9;12.3;0.9;0
LUZ;20150501;14.9;9.2;11.4;26.8;0
LUZ;20150502;17.3;11.0;13.5;24.7;0
LUZ;20150503;18.0;11.9;14.8;14.0;0
LUZ;20150504;19.3;13.8;16.1;25.8;0
LUZ;20150505;22.8;12.6;16.9;4.1;0
LUZ;20150506;18.2;10.5;13.6;14.4;0
LUZ;20150507;18.7;8.8;13.8;0.0;0
LUZ;20150508;22.6;8.6;14.4;5.0;0
LUZ;20150509;19.3;12.3;15.3;0.2;0
LUZ;20150510;22.2;9.7;15.8;0.0;0
LUZ;20150511;25.1;9.4;17.3;0.0;0
LUZ;20150512;28.4;11.8;20.4;0.0;0
LUZ;20150513;27.4;16.1;22.0;0.0;0
LUZ;20150514;23.3;11.2;19.2;7.7;0
LUZ;20150515;11.0;5.8;8.0;29.0;0
LUZ;20150516;18.8;7.4;13.1;0.0;0
LUZ;20150517;19.5;11.7;15.7;0.0;0
LUZ;20150518;23.5;9.7;17.2;0.0;0
LUZ;20150519;16.1;10.1;13.0;7.5;0
LUZ;20150520;10.0;5.3;8.1;15.1;0
LUZ;20150521;9.5;5.3;7.5;8.1;0
LUZ;20150522;14.7;7.7;11.0;0.0;0
LUZ;20150523;15.3;8.9;12.1;0.0;0
LUZ;20150524;19.8;10.0;14.4;0.2;0
LUZ;20150525;19.3;10.8;13.9;22.1;0
LUZ;20150526;15.1;9.6;11.3;14.8;0
LUZ;20150527;17.6;7.8;12.2;0.0;0
LUZ;20150528;22.2;6.3;14.6;0.0;0
LUZ;20150529;25.2;9.7;17.9;1.1;0
LUZ;20150530;21.3;12.9;16.3;0.9;0
LUZ;20150531;22.9;12.5;17.6;0.0;0
LUZ;20150601;23.5;13.2;18.2;1.0;0
LUZ;20150602;25.4;13.2;19.2;0.0;0
LUZ;20150603;28.3;14.1;21.4;0.0;0
LUZ;20150604;28.6;15.3;22.0;0.0;0
LUZ;20150605;30.7;17.1;24.4;0.0;0
LUZ;20150606;30.7;17.9;23.6;4.2;0
LUZ;20150607;28.8;16.0;21.4;31.1;0
LUZ;20150608;24.3;15.3;18.7;0.0;0
LUZ;20150609;15.2;13.2;14.3;1.9;0
LUZ;20150610;18.7;12.8;15.7;0.0;0
LUZ;20150611;25.8;12.8;19.1;0.0;0
LUZ;20150612;28.1;13.7;20.7;0.0;0
LUZ;20150613;26.2;17.5;21.2;0.1;0
LUZ;20150614;24.3;15.6;18.6;34.1;0
LUZ;20150615;17.7;15.3;16.2;33.6;0
LUZ;20150616;20.8;14.9;16.9;5.4;0
LUZ;20150617;22.3;13.7;17.2;0.0;0
LUZ;20150618;19.8;11.5;16.1;12.8;0
LUZ;20150619;20.1;13.6;16.1;7.9;0
LUZ;20150620;15.4;11.7;13.4;9.5;0
LUZ;20150621;18.6;11.8;14.9;6.2;0
LUZ;20150622;24.6;12.1;17.8;21.9;0
LUZ;20150623;17.6;12.2;14.0;10.3;0
LUZ;20150624;22.1;8.8;15.9;0.0;0
LUZ;20150625;24.5;10.9;18.2;0.0;0
LUZ;20150626;26.3;12.4;19.7;0.0;0
LUZ;20150627;24.2;14.8;20.0;0.5;0
LUZ;20150628;26.4;16.3;21.0;0.0;0
LUZ;20150629;27.1;14.4;21.0;0.0;0
LUZ;20150630;30.5;15.3;23.1;0.0;0
LUZ;20150701;32.2;17.5;24.9;0.0;0
LUZ;20150702;33.8;19.7;26.7;0.0;0
LUZ;20150703;33.8;20.5;27.2;0.0;0
LUZ;20150704;34.5;20.4;27.6;0.0;0
LUZ;20150705;34.6;20.9;28.0;0.0;0
LUZ;20150706;30.0;21.5;25.6;0.8;0
LUZ;20150707;34.8;19.2;27.6;13.9;0
LUZ;20150708;21.1;17.3;19.7;0.9;0
LUZ;20150709;24.0;16.2;19.5;0.0;0
LUZ;20150710;26.4;12.4;19.8;0.0;0
LUZ;20150711;31.5;14.8;23.3;0.0;0
LUZ;20150712;29.0;16.8;23.3;0.0;0
LUZ;20150713;26.5;18.5;22.3;0.0;0
LUZ;20150714;30.3;16.3;23.3;0.0;0
LUZ;20150715;30.2;17.1;23.8;0.0;0
LUZ;20150716;33.0;18.2;25.6;0.0;0
LUZ;20150717;32.3;19.0;24.2;0.0;0
LUZ;20150718;27.7;17.9;22.7;0.3;0
LUZ;20150719;31.1;17.1;23.2;8.4;0
LUZ;20150720;29.8;17.5;23.8;0.0;0
LUZ;20150721;31.9;19.2;25.8;0.0;0
LUZ;20150722;32.7;18.5;24.0;12.8;0
LUZ;20150723;23.1;18.3;20.9;0.0;0
LUZ;20150724;29.7;17.0;22.1;4.6;0
